video_str,play_id,title,ExitVelocity,HitDistance,LaunchAngle,video
"A baseball player hits a ball to left field at Fenway Park. Fans reach for the ball as it flies over the wall and into the crowd. The batter runs around the bases, cheering as he returns to home plate. The score of the New York Yankees and Boston Red Sox game changes from 5-2 to 5-4.",f5804356-6c71-4256-b752-70498f78ead6,Xander Bogaerts homers (20) on a line drive to left field.   Jackie Bradley Jr.  scores.,100.4,402.0,27.0,https://sporty-clips.mlb.com/UTJRNzFfWGw0TUFRPT1fVUFSWlZGQUhVd1FBRGdFRlZ3QUFBd05RQUFNQ1ZsTUFCVlVCQ1F0VEJnc0FVVlpR.mp4
"The batter hits a fly ball deep to right field, toward the corner. A fan wearing a Mets jersey, attempts to catch the ball, but it continues over the wall. The ball was a walk-off home run and it ends the game with a final score of 3-2. The home team celebrates the walk-off win.",c8265331-1a15-45e8-a0ad-0b84117d0202,Curtis Granderson homers (28) on a fly ball to right field.,98.3,349.0,30.0,https://sporty-clips.mlb.com/ajlhWFpfWGw0TUFRPT1fVlFsVFVsRUhWUU1BQ1FNRFV3QUFCRk5lQUFBRkFnVUFBZ2NOQkFJRUJsZFZBZ0pV.mp4
"Sure, here is your summary of the video in 4 sentences:

A batter for the Seattle Mariners hits a fastball. The hit goes over the left-field fence for a 2-run home run. This is the hitter’s 39th home run of the season. The home run ties the game 2–2.

Hope this helps!",42e3b923-c2a4-4dc2-ae90-fd51570f467f,Nelson Cruz homers (39) on a line drive to left field.   Robinson Cano scores.,114.2,431.0,25.0,https://sporty-clips.mlb.com/ajk3NHZfWGw0TUFRPT1fQWdNRVZ3WU5WQUVBVzFCVFVnQUFWVlZVQUFCUVdsRUFWQUVBQVFZQ0FWVlJCZ1VB.mp4
The pitcher pitches to the batter. The batter hits the ball to deep left-center field. The batter rounds the bases and heads for home. The baseball flies over the bullpen into the stands for a home run. ,5367ee35-5e10-4f44-a679-5d8970313d07,Mitch Haniger homers (4) on a fly ball to left center field.   Chris Owings scores.,102.3,420.0,27.0,https://sporty-clips.mlb.com/MzRLUjRfWGw0TUFRPT1fQXdKWFV3RlJWUWNBRFFjRFZnQUFWd0pTQUFBRFZGZ0FCd0VOQ1FRRkFnSldWQUpS.mp4
The baseball player hits the ball and runs toward first base. The ball is hit deep into the outfield and is caught by a fan in the stands. The commentators express their excitement over the home run. The scoreboard indicates that this is the first score of the game.,4ff94bbc-2a05-47d7-9cae-649ec17c173c,Chase Utley homers (14) on a line drive to left field.,98.3,363.0,24.0,https://sporty-clips.mlb.com/RzY4OUxfWGw0TUFRPT1fQWxjSFhWQldCRkVBQ2dNQ1V3QUFCbEpSQUZoV0FnUUFCRkVNVlZBRUJsQlVCd0VG.mp4
A baseball player hits a ball toward left field. The left fielder drifts back and attempts to catch it. The ball clears the wall and lands in the bullpen. The batter's team takes the lead.,5a2de231-8681-432e-be09-4ce6f126c2c7,Marcus Semien homers (27) on a fly ball to left field.   Ryon Healy scores.    Yonder Alonso scores.,97.3,380.0,34.0,https://sporty-clips.mlb.com/azlhTVdfWGw0TUFRPT1fQTFCVEFBRUdWUU1BQUZRS1Z3QUFBZ1FEQUFOUVUxZ0FCZ1pRQmxVRUF3VUdBbEZS.mp4
The video shows a baseball game between the Tampa Bay Rays and the Chicago White Sox. A White Sox batter hits a two-run home run. Fireworks light up the sky in celebration of the home run. The batter runs around the bases and is congratulated by his teammates.,279c99a0-9137-4400-b584-5cff70b4003e,Justin Morneau homers (6) on a fly ball to right field.    Jose Abreu scores.,96.1,368.0,37.0,https://sporty-clips.mlb.com/OTlxb2pfWGw0TUFRPT1fQkFaWUIxME5Cd0lBQVZNQlVRQUFCUVpXQUFNQVcxVUFCd1pUVmdRRlV3ZFZBQUVE.mp4
"The batter connects with a pitch and sends the ball soaring deep to right field. The ball clears the fence, exciting the crowd as it becomes a home run. The pitcher watches with a disappointed expression as the batter rounds the bases. The scoreboard updates to show that it was a two-run homer.",3758e419-dc97-4ec8-8720-33a9787e0e54,David Ortiz homers (37) on a fly ball to right field.    Xander Bogaerts scores.,106.6,411.0,35.0,https://sporty-clips.mlb.com/UGdiZWRfWGw0TUFRPT1fQlFaVVhBRUFWd3NBWEFFTFVRQUFWRlZlQUZrQ1VWRUFBVlpVQ1FRTkJsWlZWUWRT.mp4
The batter hits a fastball deep into right field. A fan in the stands catches the ball. The scoreboard registers the hit as a two-run homerun. The batter rounds the bases.,09eaa2aa-2e89-4784-8625-8a96473e9093,Hyun Soo Kim homers (5) on a fly ball to right center field.    Pedro Alvarez scores.,105.9,416.0,27.0,https://sporty-clips.mlb.com/d1dYbk5fWGw0TUFRPT1fQmdnRUJRVUdCMU1BQ2djS1h3QUFCZzVTQUZrRFVWUUFDZ1FNQmdjQ0FsWmNBQXRW.mp4
J.D. Martinez hits the ball toward right field in Comerica Park. The ball lands in the right field stands for a two-run home run. Fans in the right field stands celebrate the home run. This is Martinez’s 22nd home run of the season.,c808b9b0-191c-4f03-b818-e4488d83c03a,J.D. Martinez homers (22) on a line drive to right field.    Victor Martinez scores.,103.4,347.0,22.0,https://sporty-clips.mlb.com/NTJNek5fWGw0TUFRPT1fVlFsUlhBWU5CQUlBQ1ZzREJRQUFWd1pWQUFNTlVsa0FWMUVCQ0F0UkNRQUdBQUVI.mp4
"Coco Crisp hit a 2-run home run for the Cleveland Indians, playing away against the Detroit Tigers. The ball traveled deep in the air to right field and cleared the wall at 330 feet. Crisp's 2-run shot gave the Indians a 2-0 lead, scoring Farmer who was on base. This was Crisp's 13th home run this season.",f186ccd2-6206-44a7-9695-b6e215b8bc45,Coco Crisp homers (13) on a fly ball to right field.    Jose Ramirez scores.,100.7,373.0,30.0,https://sporty-clips.mlb.com/NTJNek5fWGw0TUFRPT1fVUFCWlVnZFhBZ0FBRGxBQ1VBQUFCVmRSQUZnRFdsUUFVRk5RQWdJQVV3c0hVd1pU.mp4
"A baseball player named Kurt Casali is at bat during a game between the Chicago White Sox and the Tampa Bay Rays. The pitcher throws the ball and Casali hits a long ball into left center field. The ball sails over the wall and lands on the grass, scoring a home run for the Tampa Bay Rays. Casali rounds the bases after hitting his home run.

",bda63820-80dc-4dc4-aa8c-be790a1e6278,Curt Casali homers (8) on a fly ball to left center field.,100.3,397.0,26.0,https://sporty-clips.mlb.com/ZHpranZfWGw0TUFRPT1fVkZVQVVsY01WQUlBQUZKV0JRQUFWVlZTQUFCVVd3SUFVQUFDQ1FOVUFGWlRBZ1Zl.mp4
A baseball player hits a high-flying ball towards the right-center field. A fielder runs back towards the outfield wall and attempts to catch the ball. The fielder makes the catch against the wall. The crowd cheers and the batter jogs towards first base.,6d4276a8-57d9-4d0c-94d8-56b83dfc68e8,Mark Teixeira hits a grand slam (15) to right center field.   Jacoby Ellsbury scores.    Ronald Torreyes scores.    Eric Young Jr.  scores.,107.1,413.0,30.0,https://sporty-clips.mlb.com/cjgxUllfWGw0TUFRPT1fQUZWVlZsTUNCd29BRFZWV1h3QUFWUVlGQUZnQkIxa0FCMU5YQ0FCUlYxQlRDRmRl.mp4
"Sure, here is the description you requested:

A baseball player from the Minnesota Twins, Max Kepler, steps up to bat. The pitcher throws the ball and Kepler swings, hitting the ball hard towards the right field. A man in a blue shirt reaches over the railing in the stands to catch the ball, which is a home run.  Kepler runs around the bases.

Hope this helps!",e55764ca-56a4-463e-aaed-b3bdf7367e0e,Max Kepler homers (17) on a line drive to right center field.,101.4,396.0,22.0,https://sporty-clips.mlb.com/S2xQMjJfWGw0TUFRPT1fVXdSVVUxSUFCVk1BRFZSVFVnQUFCd1VEQUFCVUJnVUFVRlpYVkZVQ0FnVlNWUUlE.mp4
"A batter for the Toronto Blue Jays hits a two-run home run in the first inning of a baseball game. Fans erupt in cheers, many standing and waving their arms. A fan in the front rows catches the ball, and people around him celebrate with him.  The pitcher reacts to his opponent’s success by bending over dejectedly as he leaves the pitcher’s mound.",fc0b0008-d8cf-4c69-be9d-4249fbaffbde,Josh Donaldson homers (37) on a fly ball to left center field.   Ezequiel Carrera scores.,110.1,429.0,22.0,https://sporty-clips.mlb.com/ekw2enhfWGw0TUFRPT1fVUZKUkJsUUVWZ29BWEZwUkFBQUFVZ0JmQUFOUVdnVUFCbGNCQ1ZWWFVGVURVbFlE.mp4
"Sure! Here’s your 4-sentence summary.

A batter with the Detroit Tigers hits a fly ball to right field. A fan catches the ball after it passes over the fence. The batter jogs around the bases for a 3-run home run. This is the batter's 36th home run of the season.

Hope this helps!",d68a6d26-cad1-41f3-9d39-8ced093ab94b,Miguel Cabrera homers (36) on a line drive to right field.    Ian Kinsler scores.    Cameron Maybin scores.,103.5,366.0,24.0,https://sporty-clips.mlb.com/QWFxbHhfWGw0TUFRPT1fVWdkWkJWSlFWQVFBV3dOV1Z3QUFBRkJWQUZoUlVGZ0FDZ1pRVkFNTUFsSUhDUVlF.mp4
A baseball player hits a high fly ball down the right field line. The ball soars deep into the right field corner and over the fence for a two-run home run. Fireworks erupt as the player rounds the bases. He touches home plate to give his team the lead. ,7a9be82c-221c-4268-9272-8c9422014a50,Rougned Odor homers (32) on a line drive to right field.    Adrian Beltre scores.,93.6,346.0,25.0,https://sporty-clips.mlb.com/b1o3UFFfWGw0TUFRPT1fQVZCWUJnRU1WRkVBQ2xBREJRQUFBd0JlQUZnSFZGTUFDZ1lNQkFFSEFRSlJVUWRX.mp4
"A baseball pitcher pitches the ball to a batter, who hits it deep to left field. A fan in the stands catches the home run ball. The score is Arizona Diamondbacks 1, Washington Nationals 4.",5ca11df3-104a-47b8-b78d-71c6f70fa12a,Wilmer Difo homers (1) on a line drive to left field.,99.7,393.0,27.0,https://sporty-clips.mlb.com/T2xqZUdfWGw0TUFRPT1fQTFJQVZWVlFBQUVBQ1ZJR0J3QUFCbFJlQUFNQ1d3VUFCVlJXQmxVQ0FWVUVBUUFI.mp4
A batter in a black and white uniform hits a fly ball into the stands. A man catches the ball and holds it up triumphantly as the crowd cheers. The batter rounds the bases and scores a home run. The score is now 8–1.,094b49ce-63d9-4728-ad70-8c42186dc6c4,Pedro Alvarez homers (22) on a fly ball to right field.,101.8,405.0,28.0,https://sporty-clips.mlb.com/ekw2NVdfWGw0TUFRPT1fQmdoVkJsQU5CVmNBRGxGV1h3QUFCZ1JlQUFCUlZGRUFDZ1lCQWdJTkIxY0dCbEZT.mp4
"Aaron Hicks of the New York Yankees hits a long two-run home run to right field, making the score 5 to 3.  The ball is seen going over the right field wall and the cheering crowd is shown, indicating the success of the hit.  Hicks runs along the base line and then is shown returning to the dugout, while the score changes on the board.  Hicks receives congratulations from the team in the dugout. ",990de477-7086-456e-981e-a1ef20b3b3b7,Aaron Hicks homers (8) on a fly ball to right field.    Didi Gregorius scores.,99.9,380.0,30.0,https://sporty-clips.mlb.com/NE05Mm9fWGw0TUFRPT1fRHdoUkFBRUFVUVVBRDFJS1VBQUFCQUFEQUZnTlVnUUFVMVJRVmdFRlV3QUhBMUJS.mp4
"The Toronto Blue Jays pitcher throws a 93mph pitch to the New York Yankees batter, Mark Teixeira. Teixeira hits a home run into the left field, tying the game. Teixeira runs towards home plate, celebrating with his teammates in the dugout. The game is now tied 3-3.",a1d06fda-55a5-48eb-9022-7d8a355a7b5a,Mark Teixeira homers (14) on a fly ball to right center field.,106.5,416.0,31.0,https://sporty-clips.mlb.com/NE05Mm9fWGw0TUFRPT1fVndBRlZGSlNBbE1BRFZkVFV3QUFDVk1FQUZnRlVWTUFCUUVOVVFBQUJGSlNVZ2NI.mp4
Adam Duvall hit a home run to left field. The hit was Duvall's 33rd home run of the season. Duvall had also hit another home run earlier in the same game. The Cincinnati Reds now lead the St. Louis Cardinals 13–5.,bbd5ce91-90af-4f68-a4a3-87bcfa285062,Adam Duvall homers (33) on a fly ball to left field.   Jose Peraza scores.    Joey Votto scores.,104.6,403.0,26.0,https://sporty-clips.mlb.com/Qm94T2JfWGw0TUFRPT1fVkZNRlVRZFJYd01BQVZKVEFBQUFWd0JlQUFBQkFsSUFDbEpYVTFWVUF3dFFBQVJV.mp4
"A baseball player for the Atlanta Braves hits a fly ball to deep center field. The center fielder tracks back to the wall, but the ball sails over the fence for a three-run homer. The Braves player rounds the bases and high-fives his teammates in the dugout. His teammates celebrate with him.",86dee29a-b9c7-425b-8e8e-eca73c365ab3,Tyler Flowers homers (8) on a line drive to center field.   Freddie Freeman scores.    Nick Markakis scores.,107.4,417.0,27.0,https://sporty-clips.mlb.com/UjJqUE5fWGw0TUFRPT1fRGdjRkFRRUdYMU1BV2x0UlVRQUFBd01FQUZsUVd3UUFWd1pVQndCV0FnVlFVVkJW.mp4
"A baseball player from the Tampa Bay Rays pitches to Tim Anderson of the Chicago White Sox, who is standing at the home plate. After the pitch, Anderson hits a home run. The game score is 10-3 in favor of the White Sox. An outfielder chases after the ball, which has landed in the outfield stands.",bb2b5d6c-e6c5-4613-846e-977a78e04715,Tim Anderson homers (8) on a line drive to left center field.,104.5,399.0,25.0,https://sporty-clips.mlb.com/ZHpranZfWGw0TUFRPT1fVkZOVEJsRlFVRkVBWFZSUlV3QUFCd2RWQUZrQlZRUUFDMUlDVVFRTlZBTlJCd05U.mp4
"Sure! Here is the summary of the video:
 
Kole Calhoun of the Los Angeles Angels of Anaheim hits a home run against the Oakland Athletics.  This is his 18th home run of the season. The Angels increased their lead to 6-2. The Athletics manager watches the play from the dugout. 
",351080b0-1d24-40e3-82e9-aa802c98d93b,Kole Calhoun homers (18) on a fly ball to right field.    Shane Robinson scores.,98.2,384.0,36.0,https://sporty-clips.mlb.com/azlhTVdfWGw0TUFRPT1fQlFSUVZGd0VCQUlBQ1FZQVVnQUFBVk5WQUZrSEJsZ0FVd1FOQUFGV0NBc0JDUUVF.mp4
"A batter hits a fly ball deep into right field. The right fielder runs back towards the wall, attempting to catch the ball. The ball clears the wall for a home run. The batter runs around the bases, while fans in the stands cheer.",fc7ceeb2-fbb3-4c26-8ddf-63d9e83174b4,Logan Forsythe homers (20) on a fly ball to right field.,101.6,368.0,27.0,https://sporty-clips.mlb.com/OHdsS2VfWGw0TUFRPT1fVUZKV0J3RlJCQUFBWGdCUVZRQUFVZ1JRQUZsUkJ3Y0FCRlpSQ1ZZTkFnSlNCRkJT.mp4
The baseball player hits the ball pitched by the opposing team member. The baseball flies down the left field line towards the bleachers. The baseball lands within the foul pole among the seated fans. The player drops his bat and runs towards first base after his hit.,99c248b6-0668-42cb-8aeb-059b03f4ce45,Justin Upton homers (28) on a line drive to left field.,112.2,379.0,21.0,https://sporty-clips.mlb.com/NTJNS0dfWGw0TUFRPT1fRHdnQ1ZsQU1CQVFBQ0ZRRVhnQUFBMVVFQUZsVUJnTUFBbEFNVWdNR1Z3Y0dWUVpU.mp4
"Gary Sanchez steps up to bat for the Yankees against the Red Sox. The pitcher throws and Sanchez swings. The ball flies toward left center field. Red Sox player Andrew Benintendi catches the ball, getting Sanchez out.",b61da6cb-1dc0-496a-ade2-0018f361cbbd,Gary Sanchez homers (20) on a fly ball to left center field.   Jacoby Ellsbury scores.,106.5,407.0,31.0,https://sporty-clips.mlb.com/Yjl4d3pfWGw0TUFRPT1fVkFkUUFBVUNCVkFBQ1FaUlZnQUFDQUFIQUFCUkJsTUFBbFVFQ0ZVR0J3SUdVbEFD.mp4
Cole Hammels of the Texas Rangers throws a pitch at Jonathan Villar of the Milwaukee Brewers. Villar hits the ball high in the air toward center field and a Texas center fielder attempts to stop it. Villar’s hit is a home run. He hits his 19th home run of the season off Hammel’s pitch.,4e59a2dd-e589-46ca-a79f-f0d8e13c78d5,Jonathan Villar homers (19) on a fly ball to center field.,106.9,421.0,35.0,https://sporty-clips.mlb.com/b1o3UFFfWGw0TUFRPT1fQWxSVVhRVUdBbFlBWFZjS1h3QUFCMVVIQUFBQ1dnY0FWRlZSQ0ZZRUFsQlNDRlpU.mp4
"Sure, here is a description of the video as requested:

A baseball pitcher is shown throwing a pitch to a batter. The batter hits a home run. The home run ties the score between the Los Angeles Dodgers and the San Diego Padres. Fans scramble for the ball in the stands.",7dba1a4c-31e7-4772-bde2-2439968c2280,Joc Pederson homers (25) on a fly ball to right field.    Andrew Toles scores.,106.8,398.0,23.0,https://sporty-clips.mlb.com/RzY4OUxfWGw0TUFRPT1fQVZVREJWVlZVbEVBQzFOWFVRQUFCZ0ZVQUFOUkJsTUFBRkVHQ1FvRENWQlhBZ3BX.mp4
"A baseball player hits a deep fly ball towards the left field. The left fielder goes up against the wall as the player running towards first base looks up. The ball clears the wall as the batter reaches first base. The text on the screen identifies the player as Salvador Perez, who hits a two-run home run.",3bc731a3-ac5c-4c08-be1f-bc2bcba1d79e,Salvador Perez homers (22) on a fly ball to left field.   Kendrys Morales scores.,97.9,389.0,29.0,https://sporty-clips.mlb.com/NTJNS0dfWGw0TUFRPT1fQlZNQ1UxY0ZCd0VBV1FFSEJRQUFVZ1plQUFOUVVnY0FVQVlIVWxCWFVBSUJCd3NE.mp4
"The pitcher threw the ball, and the batter connected with it, driving it high and deep into left field. Gardner backpedaled quickly, trying to reach the ball in time. He stretched out his arm against the wall, but was unable to make the catch. The ball sailed over the wall for a home run.",9e537435-6d3f-4f92-8127-d2a69baf4bc7,Aaron Hill homers (10) on a fly ball to left field.,101.6,392.0,30.0,https://sporty-clips.mlb.com/Yjl4d3pfWGw0TUFRPT1fRDFSVVYxTUFWUWNBRGdZQkFBQUFWdzlVQUZrRVVWWUFWbGRVQmdwWFVGVlJVbEZS.mp4
Two sportscasters are looking at the field. A baseball player hits the ball deep into the right field. A right fielder runs toward the stands to try and catch it. The ball goes over the fence for a home run.,c69b10a0-f763-4efa-a1aa-b073a4e8cf4d,George Springer homers (29) on a line drive to right center field.,99.7,380.0,30.0,https://sporty-clips.mlb.com/UTJiT0dfWGw0TUFRPT1fVlFkWUJsVUVCd0lBWGxVRVZRQUFWRkFIQUFBRUFnQUFVRlVDQTFJQlZBc0dWZ1lD.mp4
"Certainly! Here is the description of the video, in 4 sentences, without any labels:

The Philadelphia Phillies' Maikel Franco hits a three-run home run against the New York Mets in the top of the first inning. The home run, Franco's 25th of the season, gives the Phillies an early 3-0 lead. This marks Franco's third consecutive game with a home run in the series. The Mets' pitcher and manager look displeased after giving up the home run.


",0cacf9c5-c0e4-4cc2-b340-efc66b3b3b27,Maikel Franco homers (25) on a fly ball to left center field.   Cesar Hernandez scores.    Roman Quinn scores.,106.6,422.0,25.0,https://sporty-clips.mlb.com/REF5eERfWGw0TUFRPT1fQmxJQUJ3SU5CUWNBVzFKWFVnQUFVbFZVQUFNR1YxRUFWd05XQmdWWEFsRldVZ0JS.mp4
"Manny Pina of the Milwaukee Brewers steps up to bat in the top of the second inning with the Brewers leading the Texas Rangers 2-0.  The Texas pitcher throws the pitch, and Pina hits a line drive toward left field.  Rangers left fielder Adolis Garcia gives chase, but the baseball sails over his head.  The baseball lands in the seats for a home run. ",724f1590-c518-4ca7-a056-5dc8917316ba,Manny Pina homers (2) on a fly ball to left field.,103.4,404.0,27.0,https://sporty-clips.mlb.com/Mk82blFfWGw0TUFRPT1fQVFOVkFsVUJYd0lBVzFjRFhnQUFVbGRSQUFBRlZsY0FCd0ZXQ0FvRUJnQlVCbEFI.mp4
A baseball player hits the pitched ball into center field. A fielder in center field chases the ball to the outfield wall. The fielder leaps and reaches for the ball. The ball goes over the wall and is caught by a fan.,d9827fe4-2529-4aa2-b622-a233a2501dd4,Matt Adams homers (16) on a line drive to center field.   Greg Garcia scores.,105.3,425.0,23.0,https://sporty-clips.mlb.com/V2RlQk5fWGw0TUFRPT1fVWdoWlZsTlNBd1lBQ2xjQVh3QUFVRmRVQUFNRFVWTUFVMWNHQTFJSEJBTlVWRlpT.mp4
"A baseball player is at bat, ready to swing at the pitch. The pitcher throws the ball, and the batter hits a high fly ball. The ball travels deep into the stands for a solo home run. Spectators cheer and celebrate the home run.",976ffd37-be0c-4ef5-add8-27ce955f6bbd,Randal Grichuk homers (24) on a fly ball to left center field.,108.9,443.0,31.0,https://sporty-clips.mlb.com/V2RlQk5fWGw0TUFRPT1fRHdaWEFnSlFWUVVBV2djQ0JRQUFWRkJUQUFCUkIxa0FBRkpXVlFvQUJGVlRVbEFD.mp4
"Sure, here's the summary you requested:

Christian Yelich hits a home run for the Miami Marlins in a game against the Washington Nationals. This is his 21st home run of the season, and he also had a double and a sacrifice fly in the game. The home run travels into the upper deck in right field, at a speed of 86 mph. Fans in the stands scramble to catch the home run ball. 
",76c5f3e3-afda-4771-8caf-65dec3425a06,Christian Yelich homers (21) on a fly ball to right center field.,104.7,435.0,28.0,https://sporty-clips.mlb.com/V2Rla05fWGw0TUFRPT1fQVFjQ1VRSUhBd0VBV1FSV0J3QUFCZ0ZYQUZsV0FnY0FCRkJSVlZBR0JRRlFVUUpR.mp4
"A baseball player for the Cincinnati Reds hits a fly ball to center field. The center fielder for the Chicago Cubs runs back to the wall, but the ball sails over his head. The hit is a two-run home run for the Reds player, Joey Votto. This is his 29th home run of the season.",98e787c6-b86d-4feb-99c4-ae9d1197706e,Joey Votto homers (29) on a line drive to center field.   Hernan Iribarren scores.,104.1,420.0,28.0,https://sporty-clips.mlb.com/OTlxYmpfWGw0TUFRPT1fRHdrRVUxd0RCUVFBV2xvRUFnQUFWMU1FQUZnTUFGVUFVd0FNVkFJRUNBUlNBQVFE.mp4
"The Chicago Cubs’ Ben Zobrist hits a deep fly ball to right field. The ball is a home run. It is his 39th home run against the Cincinnati Reds, and the second homer of the game for him. The score is now Chicago Cubs: 8, Cincinnati Reds: 1.",cb079934-0be6-4adb-b9d5-86a0ec3ccb4d,Ben Zobrist homers (17) on a line drive to right field.    Anthony Rizzo scores.,101.6,368.0,22.0,https://sporty-clips.mlb.com/OTlxYmpfWGw0TUFRPT1fVlZOUlUxME5WUVlBQ0FCWFVBQUFVRklFQUFNTUIxUUFDbE5VQUZaV0FsQUdVZ1lD.mp4
"With a runner on first base and two outs, Freddie Freeman approaches the plate. Freeman hits the payoff pitch deep into right-center field. The ball travels over the wall, giving him a two-run homer and his 34th of the season. The Atlanta Braves fans celebrate the home run.",113d658c-3a00-4d11-b0aa-37bc680811a7,Freddie Freeman homers (34) on a fly ball to right center field.    Adonis Garcia scores.,107.9,412.0,25.0,https://sporty-clips.mlb.com/eDlOV2FfWGw0TUFRPT1fQndCU0FGSUJYbEVBQ3dNQ1ZnQUFWUWRYQUFNRkFnQUFBVkpYVXdVTkFRdFVBVk5S.mp4
"A baseball player hits a ball toward the right field foul line. The right fielder runs toward the ball but it flies over the fence. Spectators jump up to try to catch the ball, and the batter runs to first, second, and third base. He approaches home plate, and the score changes from 2-1 to 3-1.",5efeaced-02cb-4979-bed9-dad88ca249a7,Nick Markakis homers (13) on a line drive to right field.,97.6,368.0,27.0,https://sporty-clips.mlb.com/eDlOV2FfWGw0TUFRPT1fQTFRSEFRVlhBMVlBQ0ZCUkJBQUFDQUZmQUFOUUIxZ0FWZ1JSQ0F0V1VBRlJDVk5S.mp4
"Cheslor Cuthbert, number 19, is at bat for the Kansas City Royals.  Tomlin pitches, Cuthbert hits a fly ball to left center field.  The ball hits the top of the wall, bounces out of the park, and is deemed a home run.  Cuthbert jogs around the bases to home plate.",cf0cbaa6-3404-43dd-b162-f035ce2d2aab,Cheslor Cuthbert homers (12) on a fly ball to left center field.,104.4,411.0,28.0,https://sporty-clips.mlb.com/T2xqTUdfWGw0TUFRPT1fVlZkUkJ3WlZCd1FBQzFZQ1VnQUFBbElDQUFNRVZWTUFWRlVHQlZCUUExZFhVVk1F.mp4
"A baseball player wearing a white jersey and gray pants hits a fly ball to deep left field. A fielder runs back to the wall but is unable to catch the ball, which goes over the fence for a home run. The batter rounds the bases and returns to home plate. The scoreboard shows the count as 1-2 and the score as Detroit 1, Atlanta 0.",8167880d-2d8d-4026-a417-b2348e5d83c8,Ian Kinsler homers (28) on a line drive to left field.,97.3,380.0,26.0,https://sporty-clips.mlb.com/ekw2RHhfWGw0TUFRPT1fRGdCWFUxd01WbFlBQ2dZS0FnQUFBUVJRQUFBQlVsWUFVRmNHQkF0UUJGZGRBMUZl.mp4
"A batter hits a baseball into right field. The ball goes over the fence, resulting in a home run. He rounds the bases and high-fives his teammates. The scoreboard lists Rougned Odor as the hitter, and a label confirms the hit as a solo home run.",a9b80497-fb3c-44d1-8f45-34c22743d9c3,Rougned Odor homers (33) on a fly ball to right field.,100.9,394.0,29.0,https://sporty-clips.mlb.com/N1JxYjBfWGw0TUFRPT1fVndnRFhGUUFYd1VBWGdBQkJRQUFCVkpYQUZsVFYxUUFBVkZXQWdFQ0JRQUJDVkZW.mp4
"Yasmany Tomás hits the ball deep into right field. A fan in an orange shirt makes the catch in the stands. The scoreboard displays ""Yasmany Tomás"" and ""3-run home run."" Tomás rounds the bases after his home run.",7f74c531-5dfb-4075-9bcb-7ab3933a4b81,Yasmany Tomas homers (31) on a line drive to right center field.    Paul Goldschmidt scores.    Brandon Drury scores.,104.1,390.0,23.0,https://sporty-clips.mlb.com/REF5dzZfWGw0TUFRPT1fQVZkV1VBY0JWUU1BRFFaVUJBQUFBUUZUQUZoWEFBTUFCUVJYQXdvR0FsSlJVZ3BY.mp4
"The video shows Mitch Haniger at bat for the Arizona Diamondbacks against the San Diego Padres. Daniel Hudson can be seen warming up in the bullpen. After hitting the ball, Haniger jogs around the bases as it flies into the stands. The scoreboard and fans celebrate the home run which puts the Diamondbacks up 9-5.",8d9e3e7a-39d0-4a1e-9515-3aed60c7ff47,Mitch Haniger homers (5) on a fly ball to left center field.,98.0,408.0,32.0,https://sporty-clips.mlb.com/REF5dzZfWGw0TUFRPT1fRGxWWUFWZFJVVk1BQzF0V1ZnQUFVQWNEQUZnQVVsUUFBUVJRVkFVRlVnUURWZ1pS.mp4
"Sure, here's your summary:

Estevez pitches to Santana with the Rockies leading the Brewers 3-2 in the bottom of the first inning. Santana hits a fly ball down the left field line. The ball travels into the stands and becomes a home run for Santana. Santana's home run gives the Rockies a 4-2 lead.",757318b3-7bf7-4296-94f9-8edf53267794,Domingo Santana homers (11) on a line drive to left field.   Chris Carter scores.,108.9,420.0,25.0,https://sporty-clips.mlb.com/WWt4d3JfWGw0TUFRPT1fQVFSV1YxVU1CQUVBRHdCVVVRQUFBdzlRQUZnQkJWZ0FDZ0JSVmdZR0F3VlNCd3RT.mp4
"Sure! Here is your summary:
A baseball player for the Baltimore Orioles hits a ball toward left field. The commentator states that if the ball is fair, it is out of the stadium. The ball remains fair and goes over the fence, resulting in a home run. The score becomes 5-1 in favor of the Orioles.",5b97addc-5505-43b2-bc98-1b40a6bc582d,Mark Trumbo homers (47) on a fly ball to left field.   Hyun Soo Kim scores.,103.1,407.0,33.0,https://sporty-clips.mlb.com/S2xQT2pfWGw0TUFRPT1fQTFOWVV3VlFBbEVBRFZjQ1V3QUFBbFJVQUFOV1dsa0FBd2NCQUZJRFUxQlFDQUFD.mp4
